[24-05-23 06:14:39.252] LOG  : General     , 1684901679252> NVIDIA: current available GPU memory is 7362 MB.
[24-05-23 06:14:39.252] LOG  : General     , 1684901679252> NVIDIA: dedicated available GPU memory is 8192 MB.
[24-05-23 06:14:39.253] LOG  : General     , 1684901679253> NVIDIA: total available GPU memory is 8192 MB.
[24-05-23 06:14:51.516] LOG  : General     , 1684901691516> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/mainfont_0.png.
[24-05-23 06:14:51.524] LOG  : General     , 1684901691524> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/mainfont2_0.png.
[24-05-23 06:14:51.548] WARN : General     , 1684901691548> TextManager.Init> font "MediumNew" not found in fonts.txt.
[24-05-23 06:14:51.548] WARN : General     , 1684901691548> TextManager.Init> font "AutoNormSmall" not found in fonts.txt.
[24-05-23 06:14:51.549] WARN : General     , 1684901691549> TextManager.Init> font "AutoNormMedium" not found in fonts.txt.
[24-05-23 06:14:51.549] WARN : General     , 1684901691549> TextManager.Init> font "AutoNormLarge" not found in fonts.txt.
[24-05-23 06:14:51.556] LOG  : General     , 1684901691556> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/fonts/zomboidDialogue.bmfc_0.png.
[24-05-23 06:14:51.579] WARN : General     , 1684901691579> TextManager.Init> font "DebugConsole" not found in fonts.txt.
[24-05-23 06:14:51.822] LOG  : General     , 1684901691822> Loading networking libraries....
[24-05-23 06:14:51.822] LOG  : General     , 1684901691822> Loading steam_api64....
[24-05-23 06:14:51.824] LOG  : General     , 1684901691824> Loading RakNet64....
[24-05-23 06:14:51.867] LOG  : General     , 1684901691867> Loading ZNetJNI64....
[24-05-23 06:14:52.021] LOG  : Network     , 1684901692021> [24-05-23 06:14:52.021] > ZNet: SetLogLevel 2.
[24-05-23 06:14:52.022] LOG  : Network     , 1684901692022> [24-05-23 06:14:52.022] > ZNet: SteamAPI initialised successfully.
[24-05-23 06:14:52.023] LOG  : General     , 1684901692023> SteamUtils initialised successfully.
[24-05-23 06:14:53.119] LOG  : Mod         , 1684901693119> refusing to list examplemod.
[24-05-23 06:14:53.143] LOG  : Mod         , 1684901693143> loading EQUIPMENT_UI.
[24-05-23 06:14:53.158] LOG  : Mod         , 1684901693158> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/cn/ui_cn.txt.
[24-05-23 06:14:53.159] LOG  : Mod         , 1684901693159> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/en/ui_en.txt.
[24-05-23 06:14:53.160] LOG  : Mod         , 1684901693160> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/es/ui_es.txt.
[24-05-23 06:14:53.160] LOG  : Mod         , 1684901693160> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/fr/ui_fr.txt.
[24-05-23 06:14:53.161] LOG  : Mod         , 1684901693161> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/pl/ui_pl.txt.
[24-05-23 06:14:53.162] LOG  : Mod         , 1684901693162> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/ptbr/ui_ptbr.txt.
[24-05-23 06:14:53.162] LOG  : Mod         , 1684901693162> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/ru/ui_ru.txt.
[24-05-23 06:14:53.163] LOG  : Mod         , 1684901693163> mod "EQUIPMENT_UI" overrides media/lua/shared/translate/th/ui_th.txt.
[24-05-23 06:14:53.167] LOG  : Mod         , 1684901693167> loading BB_CommonSense.
[24-05-23 06:14:53.181] LOG  : Mod         , 1684901693181> mod "BB_CommonSense" overrides media/lua/shared/translate/ch/contextmenu_ch.txt.
[24-05-23 06:14:53.182] LOG  : Mod         , 1684901693182> mod "BB_CommonSense" overrides media/lua/shared/translate/ch/ig_ui_ch.txt.
[24-05-23 06:14:53.183] LOG  : Mod         , 1684901693183> mod "BB_CommonSense" overrides media/lua/shared/translate/ch/recipes_ch.txt.
[24-05-23 06:14:53.184] LOG  : Mod         , 1684901693184> mod "BB_CommonSense" overrides media/lua/shared/translate/de/contextmenu_de.txt.
[24-05-23 06:14:53.184] LOG  : Mod         , 1684901693184> mod "BB_CommonSense" overrides media/lua/shared/translate/de/ig_ui_de.txt.
[24-05-23 06:14:53.185] LOG  : Mod         , 1684901693185> mod "BB_CommonSense" overrides media/lua/shared/translate/de/recipes_de.txt.
[24-05-23 06:14:53.186] LOG  : Mod         , 1684901693186> mod "BB_CommonSense" overrides media/lua/shared/translate/en/contextmenu_en.txt.
[24-05-23 06:14:53.187] LOG  : Mod         , 1684901693187> mod "BB_CommonSense" overrides media/lua/shared/translate/en/ig_ui_en.txt.
[24-05-23 06:14:53.188] LOG  : Mod         , 1684901693188> mod "BB_CommonSense" overrides media/lua/shared/translate/en/recipes_en.txt.
[24-05-23 06:14:53.189] LOG  : Mod         , 1684901693189> mod "BB_CommonSense" overrides media/lua/shared/translate/es/contextmenu_es.txt.
[24-05-23 06:14:53.189] LOG  : Mod         , 1684901693189> mod "BB_CommonSense" overrides media/lua/shared/translate/es/ig_ui_es.txt.
[24-05-23 06:14:53.190] LOG  : Mod         , 1684901693190> mod "BB_CommonSense" overrides media/lua/shared/translate/es/recipes_es.txt.
[24-05-23 06:14:53.191] LOG  : Mod         , 1684901693191> mod "BB_CommonSense" overrides media/lua/shared/translate/fr/contextmenu_fr.txt.
[24-05-23 06:14:53.192] LOG  : Mod         , 1684901693192> mod "BB_CommonSense" overrides media/lua/shared/translate/fr/ig_ui_fr.txt.
[24-05-23 06:14:53.193] LOG  : Mod         , 1684901693193> mod "BB_CommonSense" overrides media/lua/shared/translate/fr/recipes_fr.txt.
[24-05-23 06:14:53.194] LOG  : Mod         , 1684901693194> mod "BB_CommonSense" overrides media/lua/shared/translate/it/contextmenu_it.txt.
[24-05-23 06:14:53.195] LOG  : Mod         , 1684901693195> mod "BB_CommonSense" overrides media/lua/shared/translate/it/ig_ui_it.txt.
[24-05-23 06:14:53.195] LOG  : Mod         , 1684901693195> mod "BB_CommonSense" overrides media/lua/shared/translate/it/recipes_it.txt.
[24-05-23 06:14:53.196] LOG  : Mod         , 1684901693196> mod "BB_CommonSense" overrides media/lua/shared/translate/jp/contextmenu_jp.txt.
[24-05-23 06:14:53.197] LOG  : Mod         , 1684901693197> mod "BB_CommonSense" overrides media/lua/shared/translate/jp/ig_ui_jp.txt.
[24-05-23 06:14:53.198] LOG  : Mod         , 1684901693198> mod "BB_CommonSense" overrides media/lua/shared/translate/jp/recipes_jp.txt.
[24-05-23 06:14:53.199] LOG  : Mod         , 1684901693199> mod "BB_CommonSense" overrides media/lua/shared/translate/pl/contextmenu_pl.txt.
[24-05-23 06:14:53.200] LOG  : Mod         , 1684901693200> mod "BB_CommonSense" overrides media/lua/shared/translate/pl/ig_ui_pl.txt.
[24-05-23 06:14:53.200] LOG  : Mod         , 1684901693200> mod "BB_CommonSense" overrides media/lua/shared/translate/pl/recipes_pl.txt.
[24-05-23 06:14:53.202] LOG  : Mod         , 1684901693202> mod "BB_CommonSense" overrides media/lua/shared/translate/pt/contextmenu_pt.txt.
[24-05-23 06:14:53.202] LOG  : Mod         , 1684901693202> mod "BB_CommonSense" overrides media/lua/shared/translate/pt/ig_ui_pt.txt.
[24-05-23 06:14:53.203] LOG  : Mod         , 1684901693203> mod "BB_CommonSense" overrides media/lua/shared/translate/pt/recipes_pt.txt.
[24-05-23 06:14:53.205] LOG  : Mod         , 1684901693205> mod "BB_CommonSense" overrides media/lua/shared/translate/ptbr/contextmenu_ptbr.txt.
[24-05-23 06:14:53.206] LOG  : Mod         , 1684901693206> mod "BB_CommonSense" overrides media/lua/shared/translate/ptbr/ig_ui_ptbr.txt.
[24-05-23 06:14:53.207] LOG  : Mod         , 1684901693207> mod "BB_CommonSense" overrides media/lua/shared/translate/ptbr/recipes_ptbr.txt.
[24-05-23 06:14:53.209] LOG  : Mod         , 1684901693209> mod "BB_CommonSense" overrides media/lua/shared/translate/ru/contextmenu_ru.txt.
[24-05-23 06:14:53.210] LOG  : Mod         , 1684901693210> mod "BB_CommonSense" overrides media/lua/shared/translate/ru/ig_ui_ru.txt.
[24-05-23 06:14:53.210] LOG  : Mod         , 1684901693210> mod "BB_CommonSense" overrides media/lua/shared/translate/ru/recipes_ru.txt.
[24-05-23 06:14:53.212] LOG  : Mod         , 1684901693212> loading Named Literature.
[24-05-23 06:14:53.230] LOG  : Mod         , 1684901693230> mod "Named Literature" overrides media/lua/shared/translate/en/ig_ui_en.txt.
[24-05-23 06:14:53.230] LOG  : Mod         , 1684901693230> mod "Named Literature" overrides media/lua/shared/translate/en/itemname_en.txt.
[24-05-23 06:14:53.231] LOG  : Mod         , 1684901693231> mod "Named Literature" overrides media/lua/shared/translate/en/sandbox_en.txt.
[24-05-23 06:14:53.409] LOG  : General     , 1684901693409> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/mainfont_0.png.
[24-05-23 06:14:53.410] LOG  : General     , 1684901693410> AngelCodeFont failed to load page 0 texture C:/Program Files (x86)/Steam/steamapps/common/ProjectZomboid/media/mainfont2_0.png.
[24-05-23 06:14:53.417] WARN : General     , 1684901693417> TextManager.Init> font "MediumNew" not found in fonts.txt.
