[21-05-23 01:54:28.940][info] Start chat server initialization....
[21-05-23 03:09:20.843][info] Message ChatMessage{chat=Local, author='Danowookie', text='¡HEY!'} sent to chat (id = 2) members.
[21-05-23 03:09:21.023][info] Got message:ChatMessage{chat=Local, author='Danowookie', text='¡HEY!'}.
[21-05-23 03:09:21.023][info] Message ChatMessage{chat=Local, author='Danowookie', text='¡HEY!'} sent to chat (id = 2) members.
[21-05-23 03:10:17.450][info] Player 4 disconnecting....
[21-05-23 03:10:17.450][info] Disconnecting player 4 finished.
[21-05-23 03:12:00.806][info] Player 4 disconnecting....
[21-05-23 03:12:00.806][info] Disconnecting player 4 finished.
[21-05-23 03:12:00.806][info] Player with id = '4' tries to connect.
[21-05-23 03:12:00.806][info] Adding player '4' to chat server.
[21-05-23 03:12:00.807][error] Player or connection is not found on server!.
[21-05-23 03:12:00.807][error] player = null.
[21-05-23 03:12:02.969][info] Player with id = '4' tries to connect.
[21-05-23 03:12:02.969][info] Adding player '4' to chat server.
[21-05-23 03:12:02.969][info] Player joined to default chats.
[21-05-23 03:12:02.969][info] Player Danowookie(4) joined to chat server successfully.
[21-05-23 03:21:58.711][info] Player 0 disconnecting....
[21-05-23 03:21:58.711][info] Disconnecting player 0 finished.
[21-05-23 03:21:58.711][info] Player 0 disconnecting....
[21-05-23 03:21:58.711][info] Disconnecting player 0 finished.
